PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FlrSF1st,FlrSF2nd,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MapRefNo,Prop_Addr,YearBuilt_Group,HouseAge,RemodAge,TotalSF,TotalBath,RoadRail,GoodGarageType,Zone,CulDSac,Exterior1st_top,TwoStory,ExQual,LargerHouse,Remod,ExBsmtQual,HasFireplace,ExKitchen,ExterQual,BsmtQual,KitchenQual,ExterCond,Location_2,Location_3,Location_4,Foundation_CBlock,Foundation_PConc,Foundation_Slab,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,full_address,latitude,longitude
909451180,1229,124000,160,RM,24.0,1300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,ALQ,285.0,Unf,0.0,276.0,561.0,GasA,TA,1,SBrkr,561,668,0,0.0,0.0,1,1,2,1,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,150,0,0,0,0,GdPrv,None,0,5,2009,WD ,Normal,909451180.0,1505 LITTLE BLUESTEM CT UNIT 106,1940-1979,29,29,1790.0,1.5,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,1,"1505 LITTLE BLUESTEM CT UNIT 106, Iowa, United STATES",,
908102040,2200,145900,90,RL,67.0,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,ALQ,1084.0,Unf,0.0,188.0,1272.0,GasA,Gd,1,SBrkr,1272,928,0,2.0,0.0,2,2,4,2,9,Typ,0,None,None,1900.0,None,0.0,0.0,None,None,N,0,70,0,0,0,GdPrv,None,0,9,2008,WD ,Normal,908102040.0,234 SOUTH DAKOTA AVE 236,Before 1900,108,5,3472.0,4.0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,1,0,0,"234 SOUTH DAKOTA AVE 236, Iowa, United STATES",42.02080173426982,-93.67854840944416
903230110,1216,115000,50,RM,60.0,5520,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,No,ALQ,68.0,Unf,0.0,497.0,565.0,GasA,TA,1,SBrkr,565,651,0,1.0,0.0,1,0,3,1,6,Typ,1,Gd,BuiltIn,1920.0,RFn,1.0,355.0,Fa,TA,Y,0,0,180,0,0,MnPrv,None,0,4,2008,WD ,Normal,903230110.0,1011 CURTISS AVE,1900-1939,88,11,1781.0,2.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,"1011 CURTISS AVE, Iowa, United STATES",42.03146458896717,-93.62472662642602
906223210,2020,239500,60,RL,80.0,9828,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,No,GLQ,584.0,Unf,0.0,544.0,1128.0,GasA,Ex,1,SBrkr,1142,878,0,0.0,0.0,2,1,3,1,8,Typ,1,TA,Attchd,1995.0,RFn,2.0,466.0,TA,TA,Y,0,155,0,0,0,None,None,0,6,2009,WD ,Normal,906223210.0,1007 VERMONT CT,1980-1999,14,14,3148.0,2.5,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,1,0,0,0,1,0,0,0,0,0,"1007 VERMONT CT, Iowa, United STATES",42.03078692058876,-93.68221545255237
527377030,1309,181000,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,No,ALQ,663.0,LwQ,377.0,0.0,1040.0,GasA,Fa,1,SBrkr,1309,0,0,1.0,0.0,1,1,3,1,5,Typ,1,Fa,Attchd,1974.0,RFn,2.0,484.0,TA,TA,Y,265,0,0,0,0,GdPrv,None,0,1,2006,WD ,Normal,527377030.0,1509 JACKSON DR,1940-1979,32,7,2349.0,2.5,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1,0,0,1,0,0,0,0,0,0,"1509 JACKSON DR, Iowa, United STATES",42.0497753800013,-93.63046679126812
905101260,1464,175000,80,RL,70.0,12886,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Av,ALQ,444.0,Unf,0.0,76.0,520.0,GasA,Ex,1,SBrkr,1464,0,0,0.0,1.0,2,0,3,1,6,Min2,1,TA,Attchd,1997.0,RFn,2.0,480.0,TA,TA,Y,302,0,0,0,100,None,None,0,10,2009,WD ,Normal,905101260.0,3815 QUEBEC ST,1940-1979,46,10,1984.0,2.5,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"3815 QUEBEC ST, Iowa, United STATES",42.03338348441219,-93.67001168878241
916475020,1629,270000,20,RL,85.0,14536,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,TA,Av,GLQ,1300.0,Unf,0.0,316.0,1616.0,GasA,Ex,1,SBrkr,1629,0,0,1.0,0.0,2,0,3,1,9,Typ,1,Gd,Attchd,2002.0,Fin,3.0,808.0,TA,TA,Y,0,252,0,0,0,None,None,0,11,2007,WD ,Normal,916475020.0,2402 SUNCREST DR,2000 and later,5,4,3245.0,3.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,"2402 SUNCREST DR, Iowa, United STATES",41.99533390909091,-93.64790984848484
905200490,960,145000,80,RL,47.5,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Av,GLQ,648.0,Unf,0.0,0.0,648.0,GasA,Ex,1,SBrkr,960,0,0,1.0,1.0,0,0,0,1,3,Typ,0,None,Attchd,1965.0,Unf,1.0,364.0,TA,TA,Y,88,0,0,0,0,None,None,0,5,2006,WD ,Normal,905200490.0,1210 GARFIELD CIR,1940-1979,41,5,1608.0,1.5,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1,0,0,1,0,0,0,0,0,0,"1210 GARFIELD CIR, Iowa, United STATES",42.03345587905148,-93.66934895944958
905401045,1363,241500,20,RL,73.0,39104,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,TA,Gd,LwQ,226.0,GLQ,1063.0,96.0,1385.0,GasA,Ex,1,SBrkr,1363,0,0,1.0,0.0,1,0,2,1,5,Mod,2,TA,Attchd,1954.0,Unf,2.0,439.0,TA,TA,Y,81,0,0,0,0,None,None,0,4,2008,WD ,Normal,905401045.0,516 OLIVER CIR,1940-1979,54,3,2748.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0,1,0,1,0,0,0,0,0,0,"516 OLIVER CIR, Iowa, United STATES",42.02862570937789,-93.66602692414153
902205090,928,112500,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,No,Rec,308.0,Unf,0.0,620.0,928.0,GasA,Gd,1,FuseA,928,0,0,0.0,0.0,1,0,3,1,5,Typ,0,None,Attchd,1957.0,Fin,1.0,288.0,TA,TA,Y,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,902205090.0,1106 STAFFORD AVE,1940-1979,51,51,1856.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,"1106 STAFFORD AVE, Iowa, United STATES",42.032201816326534,-93.60768387755103
910205130,1558,152000,50,RM,75.0,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,No,BLQ,420.0,Unf,0.0,490.0,910.0,GasA,TA,1,FuseA,910,648,0,0.0,0.0,1,1,4,1,6,Typ,0,None,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,289,0,0,0,0,MnPrv,None,0,6,2007,WD ,Normal,910205130.0,210 S HAZEL AVE,1940-1979,57,57,2468.0,1.5,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,"210 S HAZEL AVE, Iowa, United STATES",42.02139873643378,-93.62665305219953
528280130,1792,186500,60,RL,93.0,10261,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,1,SBrkr,962,830,0,1.0,0.0,2,1,3,1,8,Typ,1,TA,Attchd,2000.0,Fin,2.0,451.0,TA,TA,Y,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,528280130.0,2427 WELBECK DR,1980-1999,8,8,2728.0,3.5,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0,1,0,0,1,0,0,0,0,0,"2427 WELBECK DR, Iowa, United STATES",42.05800970964109,-93.64182285981387
534127130,1442,185000,20,RL,65.0,11717,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,No,Unf,0.0,Unf,0.0,1442.0,1442.0,GasA,TA,1,SBrkr,1442,0,0,0.0,0.0,2,0,2,1,6,Typ,1,TA,Attchd,1970.0,RFn,2.0,615.0,TA,TA,Y,371,0,0,0,0,None,None,0,2,2009,WD ,Normal,534127130.0,2638 CLEVELAND DR,1940-1979,39,39,2884.0,2.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"2638 CLEVELAND DR, Iowa, United STATES",42.04809792269506,-93.63462414095068
903481100,1344,82375,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,No,Unf,0.0,Unf,0.0,536.0,536.0,GasA,Ex,0,FuseF,808,536,0,0.0,0.0,2,0,3,2,8,Typ,0,None,None,1915.0,None,0.0,0.0,None,None,N,42,0,204,0,0,None,None,0,5,2008,WD ,Normal,903481100.0,1017 N 2ND ST,1900-1939,93,58,1880.0,2.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0,0,0,0,1,0,1,0,0,0,"1017 N 2ND ST, Iowa, United STATES",42.024136214891946,-93.6240256097643
535402120,1716,171000,60,RL,70.0,9247,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,No,Rec,319.0,Unf,0.0,539.0,858.0,GasA,Ex,1,SBrkr,858,858,0,0.0,0.0,1,1,4,1,8,Typ,1,Gd,Attchd,1962.0,Fin,2.0,490.0,TA,TA,Y,0,84,0,0,120,None,None,0,3,2008,WD ,Normal,535402120.0,1809 MAXWELL AVE,1940-1979,46,46,2574.0,1.5,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"1809 MAXWELL AVE, Iowa, United STATES",42.040069331513095,-93.60759889784791
527302210,1782,220000,20,RL,85.0,14450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,7,5,1979,1979,Hip,CompShg,Plywood,Plywood,BrkFace,194.0,Fa,No,ALQ,864.0,LwQ,449.0,469.0,1782.0,GasA,TA,1,SBrkr,1782,0,0,0.0,1.0,2,0,3,1,6,Typ,1,TA,Attchd,1979.0,Fin,2.0,551.0,TA,TA,Y,467,0,0,0,0,None,None,0,3,2008,WD ,Normal,527302210.0,3314 CLINTON CT,1940-1979,29,29,3564.0,2.5,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,1,0,0,1,0,0,0,0,0,0,"3314 CLINTON CT, Iowa, United STATES",42.054604937723646,-93.63646963865264
532378130,912,124000,20,RL,65.0,8020,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,No,ALQ,644.0,Unf,0.0,268.0,912.0,GasA,TA,0,SBrkr,912,0,0,0.0,0.0,1,0,3,1,6,Typ,0,None,None,1964.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,GdWo,None,0,4,2006,WD ,Normal,532378130.0,1309 GARFIELD AVE,1940-1979,42,42,1824.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"1309 GARFIELD AVE, Iowa, United STATES",41.60223540816327,-93.60310487755102
902301130,1232,114000,70,RM,35.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,BLQ,168.0,Unf,0.0,448.0,616.0,GasA,Ex,1,SBrkr,616,616,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Detchd,1920.0,Unf,2.0,480.0,Fa,Fa,Y,280,0,143,0,0,None,None,0,6,2007,WD ,Normal,902301130.0,824 WILSON AVE,1900-1939,97,57,1848.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,"824 WILSON AVE, Iowa, United STATES",42.029261857142856,-93.61826428571428
902103100,1378,128900,50,RM,68.0,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,1,SBrkr,861,517,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,P,54,0,40,0,0,None,None,0,6,2009,WD ,Normal,902103100.0,611 11TH ST,1900-1939,74,11,2279.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0,0,0,0,1,0,0,0,0,0,"611 11TH ST, Iowa, United STATES",41.57761946464646,-93.71705284848485
535454100,1461,133500,50,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,1,FuseF,832,629,0,0.0,0.0,2,0,4,1,6,Typ,0,None,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,0,204,0,0,0,None,None,0,8,2009,WD ,Normal,535454100.0,115 E 13TH ST,1940-1979,60,13,2293.0,2.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"115 E 13TH ST, Iowa, United STATES",41.588927636363636,-93.59935718181819
909250040,2601,189000,70,RL,51.0,9842,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,Fa,No,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,1,SBrkr,990,1611,0,0.0,0.0,3,1,4,1,8,Typ,0,None,BuiltIn,1998.0,RFn,2.0,621.0,TA,TA,Y,183,0,301,0,0,None,None,0,5,2008,WD ,Normal,909250040.0,2324 KNAPP ST,1900-1939,87,10,3213.0,3.5,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,"2324 KNAPP ST, Iowa, United STATES",42.01908381632653,-93.64696563265306
902325070,2138,106000,75,RM,90.0,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,No,Unf,0.0,Unf,0.0,849.0,849.0,GasA,TA,0,FuseA,1075,1063,0,0.0,0.0,2,0,2,3,9,Typ,0,None,Detchd,1910.0,Unf,2.0,360.0,Fa,Po,N,40,156,0,0,0,MnPrv,None,0,11,2009,WD ,Normal,902325070.0,803 KELLOGG AVE,Before 1900,111,44,2987.0,2.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,"803 KELLOGG AVE, Iowa, United STATES",42.02907646938775,-93.61392424489796
533125140,2786,372500,60,RL,105.0,11025,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1.5Fin,9,5,1993,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,568.0,TA,Gd,BLQ,520.0,Unf,0.0,1328.0,1848.0,GasA,Ex,1,SBrkr,1827,959,0,1.0,0.0,2,1,4,1,9,Typ,1,Ex,Attchd,1993.0,Fin,2.0,636.0,TA,TA,Y,294,49,0,0,0,None,None,0,6,2008,WD ,Normal,533125140.0,3118 GREENWOOD RD,1980-1999,15,14,4634.0,3.5,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,"3118 GREENWOOD RD, Iowa, United STATES",42.04859922225177,-93.65334224019912
924100060,1632,173000,60,RL,70.0,10457,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,TA,Gd,BLQ,496.0,LwQ,288.0,0.0,784.0,GasA,Ex,1,SBrkr,784,848,0,0.0,0.0,1,1,4,1,7,Typ,1,TA,Attchd,1969.0,RFn,2.0,898.0,TA,TA,Y,0,173,368,0,0,MnPrv,None,0,4,2009,WD ,Normal,924100060.0,3502 JEWEL DR,1940-1979,40,40,2416.0,1.5,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,1,0,0,1,0,0,0,0,0,0,"3502 JEWEL DR, Iowa, United STATES",41.991255804882385,-93.60003156989615
533251120,1232,162500,20,RL,47.5,11120,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,No,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,TA,1,SBrkr,1232,0,0,0.0,0.0,2,0,3,1,6,Typ,0,None,Attchd,1984.0,Unf,2.0,516.0,TA,TA,Y,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,533251120.0,2810 PINEHURST CIR,1980-1999,24,24,2464.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0,0,1,0,1,0,0,0,0,0,"2810 PINEHURST CIR, Iowa, United STATES",42.04475561393878,-93.64599539703968
907414020,1500,190000,20,RL,63.0,8487,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,TA,Av,GLQ,20.0,Unf,0.0,1480.0,1500.0,GasA,Ex,1,SBrkr,1500,0,0,0.0,0.0,2,0,3,1,6,Typ,0,None,Attchd,2004.0,RFn,2.0,570.0,TA,TA,Y,192,36,0,0,0,None,None,0,8,2009,WD ,Normal,907414020.0,4914 WALLER ST,2000 and later,5,5,3000.0,2.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0,1,0,0,1,0,0,0,0,0,"4914 WALLER ST, Iowa, United STATES",42.01380354545454,-93.68572760606061
535451110,864,129000,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,No,ALQ,398.0,BLQ,149.0,317.0,864.0,GasA,Gd,1,SBrkr,864,0,0,1.0,0.0,1,0,3,1,5,Typ,0,None,Detchd,1980.0,RFn,2.0,720.0,TA,TA,Y,194,0,0,0,0,None,None,0,7,2007,WD ,Normal,535451110.0,1415 STAFFORD AVE,1940-1979,57,5,1728.0,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1,0,0,1,0,0,0,0,0,0,"1415 STAFFORD AVE, Iowa, United STATES",42.03598260606061,-93.60799793939394
535302130,1152,137500,20,RL,102.0,9373,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,No,Rec,500.0,LwQ,196.0,456.0,1152.0,GasA,TA,1,SBrkr,1152,0,0,0.0,0.0,1,1,3,1,6,Typ,0,None,Detchd,1971.0,Unf,2.0,636.0,TA,TA,Y,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,535302130.0,1802 CLARK AVE,1940-1979,55,55,2304.0,1.5,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"1802 CLARK AVE, Iowa, United STATES",42.04042164423877,-93.6170522793614
905402110,1350,146000,20,RL,75.0,9375,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,Rec,799.0,Unf,0.0,168.0,967.0,GasA,Ex,1,SBrkr,1350,0,0,0.0,0.0,1,1,3,1,6,Typ,1,Gd,Attchd,1954.0,RFn,2.0,504.0,TA,TA,Y,237,0,0,0,0,None,None,0,6,2006,WD ,Normal,905402110.0,3603 WOODLAND ST,1940-1979,52,52,2317.0,1.5,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,"3603 WOODLAND ST, Iowa, United STATES",42.02654033333333,-93.66647533333332
534175100,1334,164500,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,No,BLQ,553.0,LwQ,68.0,713.0,1334.0,GasA,Gd,1,SBrkr,1334,0,0,1.0,0.0,2,0,3,1,7,Typ,0,None,Attchd,1967.0,RFn,2.0,477.0,TA,TA,Y,0,20,35,0,264,None,None,0,4,2006,WD ,Normal,534175100.0,2207 HAYES AVE,1940-1979,39,39,2668.0,3.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"2207 HAYES AVE, Iowa, United STATES",42.04354439370992,-93.63261046652536
527164060,1593,178000,60,RL,80.0,9636,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,No,Unf,0.0,Unf,0.0,808.0,808.0,GasA,Gd,1,SBrkr,808,785,0,0.0,0.0,2,1,3,1,7,Typ,1,TA,BuiltIn,1993.0,RFn,2.0,389.0,TA,TA,Y,342,40,0,0,0,MnPrv,None,0,12,2009,WD ,Normal,527164060.0,3801 COLUMBINE AVE,1980-1999,17,16,2401.0,2.5,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0,1,0,0,1,0,0,0,0,0,"3801 COLUMBINE AVE, Iowa, United STATES",42.058055,-93.635861
907270050,2214,268500,60,RL,67.0,10566,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,261.0,TA,Av,GLQ,920.0,Unf,0.0,170.0,1090.0,GasA,Ex,1,SBrkr,1090,1124,0,1.0,0.0,2,1,3,1,8,Typ,1,TA,Attchd,1999.0,Fin,3.0,646.0,TA,TA,Y,197,80,0,0,0,None,None,0,7,2006,WD ,Normal,907270050.0,614 POE AVE,1980-1999,7,7,3304.0,3.5,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0,1,0,0,1,0,0,0,0,0,"614 POE AVE, Iowa, United STATES",42.01739615254073,-93.68392905776105
